UF,UFN,Codmun7,Município,GINI,PMPOB,IDHM
31,Minas Gerais,3106408,Belo Vale,0.46,12.59,0.655
31,Minas Gerais,3113909,Carmo da Cachoeira,0.45,9.56,0.655
31,Minas Gerais,3116001,Chalé,0.45,18.56,0.655
31,Minas Gerais,3123809,Engenheiro Navarro,0.43,22.65,0.655
31,Minas Gerais,3127206,Funilândia,0.46,20.55,0.655
31,Minas Gerais,3137908,Lamim,0.46,25.13,0.655
31,Minas Gerais,3149002,Pedra Dourada,0.53,24.78,0.655
31,Minas Gerais,3154002,Raul Soares,0.51,20.58,0.655
35,São Paulo,3532306,NATIVIDADE DA SERRA,0.51,21.55,0.655
41,Paraná,4103040,BOA VENTURA DE SÃO ROQUE,0.51,24.01,0.655
41,Paraná,4114302,MANDIRITUBA,0.46,11.37,0.655
41,Paraná,4126207,SAPOPEMA,0.58,15.53,0.655
43,Rio Grande do Sul,4311759,MANOEL VIANA,0.52,13.93,0.655
43,Rio Grande do Sul,4323754,VITÓRIA DAS MISSÕES,0.48,19.74,0.655
51,Mato Grosso,5107792,SANTO ANTÔNIO DO LESTE,0.47,18.88,0.655
51,Mato Grosso,5108105,TESOURO,0.5,21.21,0.655
52,Goiás,5203104,BALIZA,0.58,34.01,0.655
52,Goiás,5214879,NOVA IGUAÇU DE GOIÁS,0.39,9.47,0.655
13,Amazonas,1302009,ITAPIRANGA,0.67,49.37,0.654
17,Tocantins,1720978,TALISMÃ,0.48,14.6,0.654
23,Ceará,2312502,SÃO JOÃO DO JAGUARIBE,0.5,27.57,0.654
24,Rio Grande do Norte,2403004,CRUZETA,0.42,20.57,0.654
24,Rio Grande do Norte,2410603,RAFAEL GODEIRO,0.49,34.67,0.654
29,Bahia,2923001,NOVA VIÇOSA,0.61,26.17,0.654
29,Bahia,2927705,SANTA CRUZ CABRÁLIA,0.58,35.33,0.654
31,Minas Gerais,3100302,Abre Campo,0.52,23.33,0.654
31,Minas Gerais,3126703,Francisco Sá,0.53,31.55,0.654
31,Minas Gerais,3127305,Galiléia,0.49,17.06,0.654
31,Minas Gerais,3129301,Iapu,0.5,19.37,0.654
31,Minas Gerais,3165560,Sem-Peixe,0.44,20.32,0.654
32,Espírito Santo,3202009,DORES DO RIO PRETO,0.49,21.22,0.654
32,Espírito Santo,3202801,ITAPEMIRIM,0.44,15.71,0.654
32,Espírito Santo,3204054,PEDRO CANÁRIO,0.46,17.32,0.654
33,Rio de Janeiro,3305604,SILVA JARDIM,0.49,17.33,0.654
33,Rio de Janeiro,3305752,TANGUÁ,0.42,14.37,0.654
41,Paraná,4119301,PINHÃO,0.53,24.66,0.654
42,Santa Catarina,4203253,CAPÃO ALTO,0.51,12.53,0.654
42,Santa Catarina,4215356,SALTINHO,0.5,25.2,0.654
43,Rio Grande do Sul,4306353,DEZESSEIS DE NOVEMBRO,0.48,27.9,0.654
50,Mato Grosso do Sul,5004502,ITAPORÃ,0.54,22.5,0.654
52,Goiás,5204953,CAMPOS VERDES,0.45,20.95,0.654
52,Goiás,5206701,DAMIANÓPOLIS,0.55,32.41,0.654
52,Goiás,5218102,PORTELÂNDIA,0.39,5.12,0.654
12,Acre,1200252,EPITACIOLÂNDIA,0.6,29.44,0.653
21,Maranhão,2109106,PRESIDENTE DUTRA,0.56,28.8,0.653
26,Pernambuco,2607604,ILHA DE ITAMARACÁ,0.6,35.54,0.653
26,Pernambuco,2613701,SÃO LOURENÇO DA MATA,0.5,26.07,0.653
31,Minas Gerais,3107901,Bom Repouso,0.46,18.46,0.653
31,Minas Gerais,3112307,Capelinha,0.52,23.17,0.653
31,Minas Gerais,3131802,Itabirinha,0.47,23.94,0.653
31,Minas Gerais,3156106,Ritápolis,0.44,11.96,0.653
31,Minas Gerais,3162302,São João da Mata,0.41,8.41,0.653
41,Paraná,4123105,SANTA AMÉLIA,0.41,11.12,0.653
42,Santa Catarina,4215059,RIO RUFINO,0.42,17.29,0.653
51,Mato Grosso,5106315,NOVO SANTO ANTÔNIO,0.51,22.4,0.653
52,Goiás,5204607,CAMPESTRE DE GOIÁS,0.42,16.83,0.653
52,Goiás,5208301,DIVINÓPOLIS DE GOIÁS,0.57,30.81,0.653
52,Goiás,5221452,TROMBAS,0.52,25.49,0.653
11,Rondônia,1100924,CHUPINGUAIA,0.47,16.12,0.652
21,Maranhão,2102556,CAMPESTRE DO MARANHÃO,0.48,21.72,0.652
23,Ceará,2306009,IRACEMA,0.55,33.85,0.652
23,Ceará,2307254,JIJOCA DE JERICOACOARA,0.59,36.4,0.652
26,Pernambuco,2609402,MORENO,0.53,30.11,0.652
31,Minas Gerais,3114907,Casa Grande,0.38,17.97,0.652
31,Minas Gerais,3128501,Guarará,0.41,11.42,0.652
31,Minas Gerais,3167301,Silveirânia,0.4,10.68,0.652
32,Espírito Santo,3200169,ÁGUA DOCE DO NORTE,0.49,24.05,0.652
33,Rio de Janeiro,3305133,SÃO JOSÉ DE UBÁ,0.47,20.63,0.652
41,Paraná,4108502,GENERAL CARNEIRO,0.48,20,0.652
41,Paraná,4110508,IPIRANGA,0.53,15.05,0.652
41,Paraná,4115754,MAUÁ DA SERRA,0.47,11.73,0.652
43,Rio Grande do Sul,4304713,CARAÁ,0.39,9.24,0.652
43,Rio Grande do Sul,4309753,IBARAMA,0.43,13.26,0.652
43,Rio Grande do Sul,4319125,SÃO MARTINHO DA SERRA,0.49,19.81,0.652
43,Rio Grande do Sul,4320453,SÉRIO,0.37,7.47,0.652
51,Mato Grosso,5106505,POCONÉ,0.52,21.09,0.652
51,Mato Grosso,5106828,PORTO ESPERIDIÃO,0.59,23.19,0.652
52,Goiás,5209457,GUARINOS,0.43,22,0.652
17,Tocantins,1701101,APARECIDA DO RIO NEGRO,0.48,29.85,0.651
17,Tocantins,1702406,ARRAIAS,0.61,35.31,0.651
17,Tocantins,1718899,SANTA RITA DO TOCANTINS,0.53,24.57,0.651
21,Maranhão,2101202,BACABAL,0.55,29.79,0.651
23,Ceará,2307205,JATI,0.5,41.91,0.651
26,Pernambuco,2606200,GOIANA,0.54,30.42,0.651
31,Minas Gerais,3120607,Crucilândia,0.43,14.22,0.651
31,Minas Gerais,3130200,Igaratinga,0.37,5.32,0.651
31,Minas Gerais,3149952,Periquito,0.43,23.57,0.651
31,Minas Gerais,3152204,Porteirinha,0.5,32,0.651
31,Minas Gerais,3158607,Santana do Deserto,0.44,13.39,0.651
31,Minas Gerais,3161502,São Geraldo,0.41,10.4,0.651
31,Minas Gerais,3166709,Serra dos Aimorés,0.56,23.54,0.651
31,Minas Gerais,3168309,Taquaraçu de Minas,0.45,20.38,0.651
31,Minas Gerais,3171709,Virgínia,0.47,19.33,0.651
35,São Paulo,3532827,NOVA CAMPINA,0.47,28.12,0.651
41,Paraná,4111407,IVAÍ,0.5,21.64,0.651
41,Paraná,4117271,NOVA TEBAS,0.5,22.41,0.651
43,Rio Grande do Sul,4318457,SÃO JOSÉ DAS MISSÕES,0.43,15.53,0.651
50,Mato Grosso do Sul,5007505,ROCHEDO,0.48,10.99,0.651
50,Mato Grosso do Sul,5007976,TAQUARUSSU,0.42,13.88,0.651
51,Mato Grosso,5100359,ALTO BOA VISTA,0.57,35.68,0.651
51,Mato Grosso,5106208,NOVA BRASILÂNDIA,0.64,25.34,0.651
52,Goiás,5215603,PADRE BERNARDO,0.56,18.43,0.651
52,Goiás,5219902,SÃO FRANCISCO DE GOIÁS,0.47,15.44,0.651
11,Rondônia,1100031,CABIXI,0.51,21.2,0.65
14,Roraima,1400456,PACARAIMA,0.74,51.71,0.65
17,Tocantins,1711100,ITAPORÃ DO TOCANTINS,0.44,19.48,0.65
17,Tocantins,1717503,PIUM,0.52,24.21,0.65
22,Piauí,2204501,GUADALUPE,0.5,20.89,0.65
31,Minas Gerais,3111903,Cana Verde,0.43,11.39,0.65
31,Minas Gerais,3113800,Carmésia,0.48,20,0.65
31,Minas Gerais,3127339,Gameleiras,0.5,43.87,0.65
31,Minas Gerais,3133204,Itanhomi,0.55,21.76,0.65
31,Minas Gerais,3140407,Marmelópolis,0.45,23.44,0.65
31,Minas Gerais,3142502,Monjolos,0.48,23.8,0.65
31,Minas Gerais,3154903,Rio Casca,0.47,15.55,0.65
31,Minas Gerais,3162559,São João do Manhuaçu,0.57,24.73,0.65
41,Paraná,4128534,VENTANIA,0.42,13.81,0.65
43,Rio Grande do Sul,4302006,BARROS CASSAL,0.51,14.82,0.65
43,Rio Grande do Sul,4304507,CANGUÇU,0.49,18.19,0.65
43,Rio Grande do Sul,4312377,MONTE ALEGRE DOS CAMPOS,0.55,20.56,0.65
43,Rio Grande do Sul,4314464,PINHAL DA SERRA,0.52,26.61,0.65
51,Mato Grosso,5106158,NOVA BANDEIRANTES,0.62,24.46,0.65
51,Mato Grosso,5107701,ROSÁRIO OESTE,0.49,19.26,0.65
52,Goiás,5207535,FAINA,0.44,14.35,0.65
11,Rondônia,1100809,CANDEIAS DO JAMARI,0.47,15.8,0.649
11,Rondônia,1101484,SÃO FELIPE D'OESTE,0.47,23.32,0.649
14,Roraima,1400605,SÃO LUIZ,0.55,33.52,0.649
21,Maranhão,2112209,TIMON,0.5,25.6,0.649
25,Paraíba,2501807,BAYEUX,0.46,20.28,0.649
25,Paraíba,2502151,BOA VISTA,0.42,24.29,0.649
27,Alagoas,2700300,ARAPIRACA,0.55,26.65,0.649
28,Sergipe,2800605,BARRA DOS COQUEIROS,0.54,25.68,0.649
29,Bahia,2917508,JACOBINA,0.55,28.66,0.649
31,Minas Gerais,3101300,Alagoa,0.42,17.57,0.649
31,Minas Gerais,3105509,Barão de Monte Alto,0.45,19.8,0.649
31,Minas Gerais,3111705,Canaã,0.5,24.03,0.649
42,Santa Catarina,4209706,LEBON RÉGIS,0.45,19.27,0.649
43,Rio Grande do Sul,4305124,CERRITO,0.48,20.28,0.649
43,Rio Grande do Sul,4311734,MAMPITUBA,0.46,16.34,0.649
43,Rio Grande do Sul,4322376,UNISTALDA,0.47,22.16,0.649
50,Mato Grosso do Sul,5006259,NOVO HORIZONTE DO SUL,0.4,11.49,0.649
51,Mato Grosso,5106281,NOVO SÃO JOAQUIM,0.48,13.64,0.649
51,Mato Grosso,5106422,PEIXOTO DE AZEVEDO,0.67,27.37,0.649
52,Goiás,5212055,JESÚPOLIS,0.45,14.29,0.649
17,Tocantins,1701051,ANGICO,0.47,29.18,0.648
23,Ceará,2313609,UBAJARA,0.54,36.4,0.648
26,Pernambuco,2612505,SANTA CRUZ DO CAPIBARIBE,0.45,10.26,0.648
31,Minas Gerais,3109451,Cabeceira Grande,0.47,17.77,0.648
31,Minas Gerais,3112208,Capela Nova,0.44,24.64,0.648
31,Minas Gerais,3113701,Carlos Chagas,0.53,23.12,0.648
31,Minas Gerais,3125705,Felixlândia,0.45,12.69,0.648
31,Minas Gerais,3126901,Frei Inocêncio,0.46,21.44,0.648
31,Minas Gerais,3143609,Morro da Garça,0.46,19.13,0.648
31,Minas Gerais,3147808,Passa-Vinte,0.46,11.88,0.648
31,Minas Gerais,3155306,Rio Manso,0.43,7.55,0.648
31,Minas Gerais,3158003,Santa Maria de Itabira,0.45,18.58,0.648
31,Minas Gerais,3162609,São João do Oriente,0.44,17.27,0.648
33,Rio de Janeiro,3301157,CARDOSO MOREIRA,0.45,14,0.648
41,Paraná,4121752,RESERVA DO IGUAÇU,0.57,27.81,0.648
43,Rio Grande do Sul,4306379,DILERMANDO DE AGUIAR,0.58,22.19,0.648
13,Amazonas,1303536,PRESIDENTE FIGUEIREDO,0.52,25.21,0.647
15,Pará,1506203,SALINÓPOLIS,0.52,27.12,0.647
22,Piauí,2211308,VALENÇA DO PIAUÍ,0.53,28.5,0.647
23,Ceará,2302503,BREJO SANTO,0.52,32.29,0.647
28,Sergipe,2802106,ESTÂNCIA,0.52,27.5,0.647
29,Bahia,2904902,CACHOEIRA,0.56,33.83,0.647
31,Minas Gerais,3127370,Goiabeira,0.47,22.82,0.647
31,Minas Gerais,3143807,Munhoz,0.46,20.98,0.647
31,Minas Gerais,3158805,Santana do Jacaré,0.42,9.3,0.647
31,Minas Gerais,3159100,Santana dos Montes,0.4,20.12,0.647
32,Espírito Santo,3202454,IBATIBA,0.45,16.89,0.647
42,Santa Catarina,4202438,BOCAINA DO SUL,0.41,12.6,0.647
50,Mato Grosso do Sul,5002803,CARACOL,0.43,15.78,0.647
52,Goiás,5222203,VILA BOA,0.48,23.61,0.647
11,Rondônia,1100320,SÃO MIGUEL DO GUAPORÉ,0.62,33.34,0.646
11,Rondônia,1100601,CACAULÂNDIA,0.56,22.02,0.646
15,Pará,1508407,XINGUARA,0.55,18.58,0.646
23,Ceará,2303501,CASCAVEL,0.48,31.25,0.646
23,Ceará,2310605,PENAFORTE,0.45,34.26,0.646
24,Rio Grande do Norte,2406908,LUCRÉCIA,0.62,37.17,0.646
29,Bahia,2928604,SANTO AMARO,0.56,28.8,0.646
31,Minas Gerais,3101805,Alpercata,0.45,15.19,0.646
31,Minas Gerais,3114808,Carvalhos,0.53,19.9,0.646
31,Minas Gerais,3125804,Fernandes Tourinho,0.42,21.27,0.646
31,Minas Gerais,3132503,Itamarandiba,0.52,27.56,0.646
31,Minas Gerais,3138658,Lontra,0.5,30.93,0.646
31,Minas Gerais,3150604,Piracema,0.44,12.87,0.646
33,Rio de Janeiro,3305307,SÃO SEBASTIÃO DO ALTO,0.42,14.3,0.646
43,Rio Grande do Sul,4322525,VALE VERDE,0.45,13.88,0.646
15,Pará,1505502,PARAGOMINAS,0.6,24.5,0.645
17,Tocantins,1718006,PORTO ALEGRE DO TOCANTINS,0.51,36.12,0.645
22,Piauí,2210003,SÃO JOÃO DO PIAUÍ,0.57,32.56,0.645
23,Ceará,2313104,TABULEIRO DO NORTE,0.53,30.02,0.645
24,Rio Grande do Norte,2408508,OURO BRANCO,0.43,22.67,0.645
24,Rio Grande do Norte,2414209,TIBAU DO SUL,0.6,25.13,0.645
26,Pernambuco,2608057,JATOBÁ,0.57,38.48,0.645
28,Sergipe,2802502,GENERAL MAYNARD,0.54,30.98,0.645
29,Bahia,2933208,VERA CRUZ,0.57,30.59,0.645
31,Minas Gerais,3100906,Águas Formosas,0.57,31.69,0.645
31,Minas Gerais,3103009,Antônio Dias,0.48,22.14,0.645
31,Minas Gerais,3107208,Bocaina de Minas,0.42,8.99,0.645
31,Minas Gerais,3123528,Durandé,0.43,18.62,0.645
31,Minas Gerais,3168051,Taparuba,0.39,19,0.645
32,Espírito Santo,3203700,MUNIZ FREIRE,0.51,25.85,0.645
41,Paraná,4107736,FERNANDES PINHEIRO,0.54,23.08,0.645
41,Paraná,4108452,FOZ DO JORDÃO,0.54,19.52,0.645
41,Paraná,4114351,MANFRINÓPOLIS,0.47,20.57,0.645
43,Rio Grande do Sul,4319208,SÃO NICOLAU,0.5,19.31,0.645
51,Mato Grosso,5105507,VILA BELA DA SANTÍSSIMA TRINDADE,0.59,29.73,0.645
52,Goiás,5220686,SIMOLÂNDIA,0.47,26.02,0.645
13,Amazonas,1301902,ITACOATIARA,0.59,36.6,0.644
17,Tocantins,1706258,CRIXÁS DO TOCANTINS,0.48,25.73,0.644
23,Ceará,2304103,CRATEÚS,0.6,37.07,0.644
23,Ceará,2304350,FORQUILHA,0.45,29.57,0.644
24,Rio Grande do Norte,2407609,MESSIAS TARGINO,0.44,22.22,0.644
31,Minas Gerais,3123700,Engenheiro Caldas,0.49,21.72,0.644
31,Minas Gerais,3144003,Mutum,0.49,22.42,0.644
31,Minas Gerais,3163805,São Miguel do Anta,0.44,20.84,0.644
31,Minas Gerais,3165701,Senador Firmino,0.43,13.99,0.644
41,Paraná,4107157,DIAMANTE D'OESTE,0.5,20.44,0.644
43,Rio Grande do Sul,4306056,CRISTAL,0.45,11.74,0.644
52,Goiás,5209903,IACIARA,0.53,30.49,0.644
11,Rondônia,1100148,NOVA BRASILÂNDIA D'OESTE,0.56,23.16,0.643
11,Rondônia,1100262,RIO CRESPO,0.58,28.5,0.643
11,Rondônia,1100346,ALVORADA D'OESTE,0.53,23.63,0.643
11,Rondônia,1101302,MIRANTE DA SERRA,0.6,24.22,0.643
11,Rondônia,1101559,TEIXEIRÓPOLIS,0.43,17.73,0.643
16,Amapá,1600204,CALÇOENE,0.67,41.85,0.643
17,Tocantins,1714302,NAZARÉ,0.52,32.26,0.643
17,Tocantins,1720499,SÃO VALÉRIO,0.56,34.58,0.643
27,Alagoas,2707701,RIO LARGO,0.48,24.26,0.643
28,Sergipe,2801504,CARMÓPOLIS,0.55,30.71,0.643
29,Bahia,2911600,GOVERNADOR MANGABEIRA,0.54,30.73,0.643
29,Bahia,2923506,PALMEIRAS,0.58,38.11,0.643
31,Minas Gerais,3104403,Argirita,0.39,10.15,0.643
31,Minas Gerais,3135605,Jequitaí,0.47,27.69,0.643
31,Minas Gerais,3167004,Serranos,0.5,23.66,0.643
42,Santa Catarina,4211058,MONTE CARLO,0.45,12.36,0.643
43,Rio Grande do Sul,4309654,HULHA NEGRA,0.54,24.94,0.643
43,Rio Grande do Sul,4311254,LAGOÃO,0.43,16.01,0.643
50,Mato Grosso do Sul,5000906,ANTÔNIO JOÃO,0.54,25.93,0.643
52,Goiás,5214838,NOVA CRIXÁS,0.48,10.42,0.643
15,Pará,1500503,ALMEIRIM,0.65,38.3,0.642
16,Amapá,1600105,AMAPÁ,0.66,42.01,0.642
17,Tocantins,1703008,BABAÇULÂNDIA,0.49,31.33,0.642
17,Tocantins,1703107,BARROLÂNDIA,0.44,29.67,0.642
22,Piauí,2202901,CORRENTE,0.6,40.16,0.642
23,Ceará,2311405,QUIXERAMOBIM,0.56,38.37,0.642
24,Rio Grande do Norte,2403806,FLORÂNIA,0.49,26.34,0.642
24,Rio Grande do Norte,2411429,SANTANA DO SERIDÓ,0.41,24.2,0.642
24,Rio Grande do Norte,2413003,SÃO VICENTE,0.52,29.46,0.642
25,Paraíba,2508802,MALTA,0.58,32.54,0.642
26,Pernambuco,2601607,BELÉM DO SÃO FRANCISCO,0.63,40.02,0.642
27,Alagoas,2704708,MARECHAL DEODORO,0.6,32.01,0.642
28,Sergipe,2802908,ITABAIANA,0.52,21.91,0.642
28,Sergipe,2803609,LARANJEIRAS,0.49,31.34,0.642
31,Minas Gerais,3101706,Almenara,0.53,25.31,0.642
31,Minas Gerais,3118809,Coração de Jesus,0.49,35.73,0.642
31,Minas Gerais,3139300,Manga,0.68,43.56,0.642
31,Minas Gerais,3147501,Passabém,0.41,15.05,0.642
41,Paraná,4117057,NOVA LARANJEIRAS,0.56,36.01,0.642
43,Rio Grande do Sul,4319737,SÃO VALÉRIO DO SUL,0.57,22.04,0.642
50,Mato Grosso do Sul,5007554,SANTA RITA DO PARDO,0.44,11.13,0.642
11,Rondônia,1100015,ALTA FLORESTA D'OESTE,0.58,26.04,0.641
11,Rondônia,1101476,PRIMAVERA DE RONDÔNIA,0.52,25.19,0.641
21,Maranhão,2101103,AXIXÁ,0.54,49.2,0.641
21,Maranhão,2105500,JOÃO LISBOA,0.44,27.23,0.641
23,Ceará,2301000,AQUIRAZ,0.48,24.19,0.641
25,Paraíba,2504850,COXIXOLA,0.48,33.86,0.641
25,Paraíba,2506202,FREI MARTINHO,0.57,29.34,0.641
25,Paraíba,2514909,SÃO MAMEDE,0.52,29.02,0.641
26,Pernambuco,2615003,TAQUARITINGA DO NORTE,0.42,16.74,0.641
29,Bahia,2922508,NAZARÉ,0.61,34.19,0.641
31,Minas Gerais,3102506,Amparo do Serra,0.46,21.97,0.641
31,Minas Gerais,3132107,Itacarambi,0.5,31.15,0.641
31,Minas Gerais,3145059,Nova Porteirinha,0.41,24.2,0.641
35,São Paulo,3505401,BARRA DO TURVO,0.5,25.8,0.641
41,Paraná,4108650,GOIOXIM,0.49,33.13,0.641
42,Santa Catarina,4203402,CAMPO BELO DO SUL,0.46,11.66,0.641
12,Acre,1200450,SENADOR GUIOMARD,0.55,23.3,0.64
15,Pará,1502707,CONCEIÇÃO DO ARAGUAIA,0.54,27.91,0.64
15,Pará,1503606,ITAITUBA,0.57,24.77,0.64
16,Amapá,1600535,PORTO GRANDE,0.56,35.58,0.64
17,Tocantins,1703883,CARMOLÂNDIA,0.48,23.69,0.64
23,Ceará,2306405,ITAPIPOCA,0.56,45,0.64
24,Rio Grande do Norte,2407104,MACAÍBA,0.5,26.57,0.64
24,Rio Grande do Norte,2414308,TIMBAÚBA DOS BATISTAS,0.36,11.76,0.64
25,Paraíba,2504306,CATOLÉ DO ROCHA,0.5,25.92,0.64
26,Pernambuco,2616407,VITÓRIA DE SANTO ANTÃO,0.54,25.19,0.64
29,Bahia,2928950,SÃO DOMINGOS,0.47,27.18,0.64
31,Minas Gerais,3125507,São Gonçalo do Rio Preto,0.44,25.76,0.64
31,Minas Gerais,3126208,Formoso,0.54,30.59,0.64
31,Minas Gerais,3138906,Machacalis,0.48,25.28,0.64
31,Minas Gerais,3158201,Santa Maria do Suaçuí,0.54,28.32,0.64
31,Minas Gerais,3162575,São João do Manteninha,0.42,16.36,0.64
31,Minas Gerais,3164209,São Romão,0.53,35.65,0.64
41,Paraná,4103107,BOCAIÚVA DO SUL,0.46,10.69,0.64
41,Paraná,4122172,RIO BRANCO DO IVAÍ,0.49,22.09,0.64
43,Rio Grande do Sul,4314175,PEDRAS ALTAS,0.52,21.75,0.64
51,Mato Grosso,5107578,RONDOLÂNDIA,0.52,27.89,0.64
13,Amazonas,1304203,TEFÉ,0.62,34.38,0.639
14,Roraima,1400233,CAROEBE,0.55,36.44,0.639
17,Tocantins,1701903,ARAGUACEMA,0.56,36.69,0.639
17,Tocantins,1712454,LUZINÓPOLIS,0.49,29.21,0.639
17,Tocantins,1715101,NOVO ACORDO,0.55,28.73,0.639
22,Piauí,2200202,ÁGUA BRANCA,0.49,30.26,0.639
23,Ceará,2313807,URUBURETAMA,0.54,41.37,0.639
24,Rio Grande do Norte,2401008,APODI,0.55,31.03,0.639
26,Pernambuco,2610608,PAUDALHO,0.56,30.92,0.639
29,Bahia,2929008,SÃO FÉLIX,0.48,30.6,0.639
29,Bahia,2929057,SÃO FÉLIX DO CORIBE,0.5,28.94,0.639
31,Minas Gerais,3112703,Capitão Enéas,0.47,33.63,0.639
31,Minas Gerais,3121258,Delta,0.38,5.63,0.639
31,Minas Gerais,3121407,Desterro de Entre Rios,0.41,22.07,0.639
31,Minas Gerais,3150208,Piedade de Ponte Nova,0.38,13.59,0.639
33,Rio de Janeiro,3304755,SÃO FRANCISCO DE ITABAPOANA,0.49,23.92,0.639
35,São Paulo,3543006,RIBEIRÃO BRANCO,0.46,27.15,0.639
41,Paraná,4115101,MARILUZ,0.46,13.96,0.639
41,Paraná,4117800,PALMITAL,0.52,22.48,0.639
50,Mato Grosso do Sul,5003488,DOIS IRMÃOS DO BURITI,0.58,29.35,0.639
50,Mato Grosso do Sul,5005806,NIOAQUE,0.58,27.53,0.639
11,Rondônia,1101203,MINISTRO ANDREAZZA,0.54,26.14,0.638
15,Pará,1506161,RIO MARIA,0.53,22.47,0.638
17,Tocantins,1703057,BANDEIRANTES DO TOCANTINS,0.55,40.26,0.638
17,Tocantins,1703206,BERNARDO SAYÃO,0.42,21.61,0.638
17,Tocantins,1722081,WANDERLÂNDIA,0.51,27.35,0.638
23,Ceará,2302206,BEBERIBE,0.55,38.18,0.638
23,Ceará,2310001,PALHANO,0.47,34.53,0.638
24,Rio Grande do Norte,2402303,CARAÚBAS,0.54,35.25,0.638
24,Rio Grande do Norte,2404200,GOIANINHA,0.55,29.09,0.638
27,Alagoas,2706307,PALMEIRA DOS ÍNDIOS,0.56,30.72,0.638
31,Minas Gerais,3113503,Carbonita,0.46,21.33,0.638
31,Minas Gerais,3135050,Jaíba,0.46,20.28,0.638
31,Minas Gerais,3142304,Moeda,0.43,11.01,0.638
31,Minas Gerais,3156809,Sabinópolis,0.52,24.5,0.638
31,Minas Gerais,3160959,São Domingos das Dores,0.47,29.01,0.638
31,Minas Gerais,3161106,São Francisco,0.55,37.96,0.638
31,Minas Gerais,3162807,São João Evangelista,0.52,28.51,0.638
31,Minas Gerais,3167509,Simão Pereira,0.5,21.99,0.638
31,Minas Gerais,3170305,Umburatiba,0.49,29.24,0.638
41,Paraná,4106555,CORUMBATAÍ DO SUL,0.42,16.88,0.638
43,Rio Grande do Sul,4309951,IBIRAPUITÃ,0.52,16.54,0.638
43,Rio Grande do Sul,4323101,VICENTE DUTRA,0.5,22.62,0.638
51,Mato Grosso,5100508,ALTO PARAGUAI,0.47,24.55,0.638
51,Mato Grosso,5106109,NOSSA SENHORA DO LIVRAMENTO,0.47,27.02,0.638
13,Amazonas,1300144,APUÍ,0.56,26.84,0.637
17,Tocantins,1720002,SANTA TEREZINHA DO TOCANTINS,0.54,36.14,0.637
21,Maranhão,2108603,PINHEIRO,0.51,36.43,0.637
23,Ceará,2305100,GUARAMIRANGA,0.47,35.52,0.637
23,Ceará,2310209,PARACURU,0.55,36.59,0.637
28,Sergipe,2806602,SANTO AMARO DAS BROTAS,0.57,36.16,0.637
29,Bahia,2905008,CACULÉ,0.48,24.3,0.637
29,Bahia,2916005,ITANHÉM,0.54,27.57,0.637
29,Bahia,2933000,VALENTE,0.49,21.48,0.637
31,Minas Gerais,3108107,Bonfim,0.49,14.37,0.637
31,Minas Gerais,3136405,Joaquim Felício,0.53,20.21,0.637
31,Minas Gerais,3145851,Oratórios,0.39,14.94,0.637
31,Minas Gerais,3148301,Paula Cândido,0.48,22.66,0.637
31,Minas Gerais,3149408,Pedro Teixeira,0.41,24.67,0.637
31,Minas Gerais,3157302,Santa Bárbara do Tugúrio,0.43,18.84,0.637
32,Espírito Santo,3202652,IRUPI,0.51,17.29,0.637
41,Paraná,4111258,ITAPERUÇU,0.4,9.15,0.637
41,Paraná,4124707,SÃO JERÔNIMO DA SERRA,0.53,28.42,0.637
43,Rio Grande do Sul,4304622,CAPÃO BONITO DO SUL,0.52,21.56,0.637
43,Rio Grande do Sul,4304663,CAPÃO DO LEÃO,0.43,11.03,0.637
52,Goiás,5209408,GUARANI DE GOIÁS,0.48,36.52,0.637
15,Pará,1502772,CURIONÓPOLIS,0.54,34.88,0.636
17,Tocantins,1700400,ALMAS,0.57,34.89,0.636
23,Ceará,2309508,ORÓS,0.49,33.03,0.636
23,Ceará,2310852,PINDORETAMA,0.45,30.09,0.636
24,Rio Grande do Norte,2403707,FELIPE GUERRA,0.48,32.1,0.636
25,Paraíba,2516904,UIRAÚNA,0.54,28.46,0.636
29,Bahia,2913200,IBOTIRAMA,0.55,34.56,0.636
29,Bahia,2926103,RETIROLÂNDIA,0.46,31.79,0.636
31,Minas Gerais,3123106,Dores de Guanhães,0.49,27.63,0.636
31,Minas Gerais,3145406,Olaria,0.41,11.54,0.636
31,Minas Gerais,3165503,Sardoá,0.5,31.97,0.636
41,Paraná,4107546,ESPIGÃO ALTO DO IGUAÇU,0.57,31.81,0.636
41,Paraná,4127601,TIJUCAS DO SUL,0.47,11.11,0.636
42,Santa Catarina,4216800,SÃO JOSÉ DO CERRITO,0.46,24.69,0.636
51,Mato Grosso,5106182,NOVA LACERDA,0.51,23.66,0.636
15,Pará,1507979,TERRA SANTA,0.58,38.14,0.635
22,Piauí,2208403,PIRIPIRI,0.55,30.18,0.635
23,Ceará,2309805,PACOTI,0.5,37.95,0.635
24,Rio Grande do Norte,2411056,TIBAU,0.55,25.79,0.635
24,Rio Grande do Norte,2411205,SANTA CRUZ,0.52,34.56,0.635
26,Pernambuco,2613602,SÃO JOSÉ DO EGITO,0.53,34.97,0.635
26,Pernambuco,2614501,SURUBIM,0.52,27.55,0.635
29,Bahia,2929909,SEABRA,0.57,39.46,0.635
31,Minas Gerais,3116159,Chapada Gaúcha,0.51,35.32,0.635
31,Minas Gerais,3134103,Itueta,0.51,22.64,0.635
